time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010450650000	12.9032	20.9366	4.93426	2.96843	0.560416	radar	1.73825	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694
1477010450700000	12.7023	20.9819	4.8802	2.99019	0.55559	lidar	1.9022	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469
1477010450750000	12.4492	21.0224	4.90334	3.01874	0.55875	radar	2.5977	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175
1477010450800000	12.2031	21.0603	4.91234	3.04314	0.555186	lidar	0.13465	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912
1477010450850000	11.9633	21.0804	4.91167	3.07406	0.562913	radar	1.01066	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778
1477010450900000	11.7203	21.053	4.89188	3.11579	0.576333	lidar	1.97139	11.6814	20.8651	11.785	21.117	-4.86022	0.286869
1477010450950000	11.4718	21.04	4.8943	3.15147	0.584634	radar	1.13206	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281
1477010451000000	11.2557	21.0343	4.85433	3.1796	0.584514	lidar	0.700536	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057
1477010451050000	11	20.9963	4.86888	3.21917	0.595897	radar	4.21671	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565
1477010451100000	10.7895	20.9592	4.8201	3.25374	0.601718	lidar	0.660919	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643
1477010451150000	10.5422	20.9559	4.8108	3.26461	0.569248	radar	5.37232	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604
1477010451200000	10.2646	20.9807	4.8769	3.27208	0.547121	lidar	3.28709	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674
1477010451250000	10.0262	20.9617	4.87177	3.29246	0.538562	radar	1.01557	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463
1477010451300000	9.83114	20.9224	4.80749	3.32065	0.54134	lidar	1.69106	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327
1477010451350000	9.59943	20.9111	4.77269	3.32458	0.503924	radar	2.51774	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189
1477010451400000	9.40492	20.8585	4.71626	3.35401	0.509326	lidar	1.04577	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977
1477010451450000	9.18397	20.8171	4.7037	3.37591	0.506033	radar	1.4874	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362
1477010451500000	8.89423	20.7832	4.79106	3.38861	0.491902	lidar	2.25237	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605
1477010451550000	8.67927	20.705	4.77022	3.42115	0.500929	radar	4.38588	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372
1477010451600000	8.40463	20.6203	4.83713	3.44809	0.501438	lidar	2.76948	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701
1477010451650000	8.17664	20.5407	4.83908	3.47583	0.505608	radar	0.0633002	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542
1477010451700000	7.93456	20.4601	4.85948	3.49906	0.503209	lidar	0.140415	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237
1477010451750000	7.71818	20.3749	4.86197	3.52937	0.515212	radar	3.42891	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781
1477010451800000	7.41308	20.3152	4.96798	3.53304	0.491478	lidar	3.63175	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717
